PROFILE_DEVICE_OS,PRODUCT_GROUP_TARIFF,FILIAL_ID,NETWORK_SQI_DATA,NETWORK_OVERLOAD,SNAP_DATE_DAY,NETWORK_PROSTOI,SURVEY_GENDER,NETWORK_DURATION_2G,PRODUCT_PEREPLATY,NETWORK_4G_SHARE,PRODUCT_NAME_LINE_TP,NETWORK_DURATION_4G,REGION_FILIAL,NPS,SURVEY_ARPU_GROUP,NETWORK_VOLTE,PROFILE_DEVICE_TYPE,PROFILE_KINOPOISK,PRODUCT_EVA_TYPE,PROFILE_DEVICE_PRICE,NETWORK_VOWIFI,SURVEY_CITY_SIZE,SURVEY_OPERATOR_AGE_GROUP,SURVEY_AGE_GROUP,NETWORK_SQI_VOICE,PRODUCT_TARIFF_CHANGE,NETWORK_SPEED_LTE,NETWORK_SPD_LOWER_THAN_2000
iOS,Прочие,13,<98%,До 15 дней,2024-08-22,5-24 часа,Муж,5...20%,До 40 руб,d. >90%,Тарифные планы FMC - Объединяй 6.0,Более 80%,Центральный филиал,-0.13403569969697893,Средний,Более 80%,ROUTER,Более 1GB,Ева Volte,Нет данных,Есть,Большой,45-54,45-54,>99.5%,31-90 дней,Прочее,Более 80%
Прочее,Включайся!,14,<98%,До 15 дней,2023-03-08,Нет простоя,Не определен,Более 20%,До 40 руб,a. <100 MB,PowerNET 2.0,Прочее,Центральный филиал,-0.27388703984448026,Высокий,Не VoLTE,USB MODEM,Нет,Ева+,Более 50 тыс. руб,Есть,Большой,45-54,18-24,>99.5%,До 30 дней,>10 Mbps,20...80%
Прочее,Без переплат,3,Прочее,До 15 дней,2024-05-15,5-24 часа,Не определен,Прочее,Более 40 руб,d. >90%,Агентская линейка 2022,Более 80%,Уральский филиал,0.15652995887767032,Низкий,Более 80%,NETWORK DEVICE,100MB - 1GB,Ева МЛК,Более 50 тыс. руб,Есть,Средний,55+,35-44,>99.5%,31-90 дней,<2 Mbps,Более 80%
Android,Сэмплинг,13,Прочее,Более 15 дней,2024-08-09,Нет простоя,Муж,Прочее,Более 40 руб,c. 80-90%,Включайся! - Линейка 3.4.2 - Прочие ТП,Более 80%,Уральский филиал,-0.3908881744494705,Низкий,Не VoLTE,UNDEFINED,100MB - 1GB,Ева+,До 10 тыс. руб.,Есть,Большой,45-54,55+,Прочее,181-366 дней,Прочее,20...80%
iOS,СНГ,8,98...99.5%,Нет,2024-05-23,5-24 часа,Не определен,Более 20%,Более 40 руб,a. <100 MB,Управляй!+ 2.0,Менее 80%,Северо-Западный филиал,0.8217585437288805,Высокий,Более 80%,SMARTPHONE,До 100MB,Ева Volte,Более 50 тыс. руб,Нет,Малый,35-44,55,<98%,31-90 дней,>10 Mbps,Менее 20%
Прочее,Все включено,16,Прочее,Более 15 дней,2024-01-22,5-24 часа,Муж,Менее 5%,Нет переплат,b. <80%,Умные вещи,Прочее,Центральный филиал,-0.060171853968654376,Низкий,До 80%,SMART WATCH,100MB - 1GB,Ева Volte,25-50 тыс. руб.,Есть,Большой,55+,55+,<98%,До 30 дней,<2 Mbps,20...80%
iOS,Прочие,6,<98%,Более 15 дней,2023-05-11,Более 24 часов,Не определен,5...20%,До 40 руб,c. 80-90%,PAYGO линейка 2018,Прочее,Столичный филиал,-0.13246035128028422,Высокий,Не VoLTE,ROUTER,100MB - 1GB,Ева Volte,До 10 тыс. руб.,Нет,Малый,25-34,55+,<98%,До 30 дней,5...10 Mbps,Более 80%
iOS,Персональные,11,>99.5%,До 15 дней,2023-09-05,1-5 часов,Не определен,Менее 5%,До 40 руб,d. >90%,Включайся! - Линейка 3.2 - Часть II,Более 80%,Уральский филиал,-0.042779811886547656,Высокий,До 80%,LAPTOP,До 100MB,Ева Volte,До 10 тыс. руб.,Нет,Средний,35-44,55+,98..99.5%,181-366 дней,<2 Mbps,Менее 20%
Прочее,Все включено,15,98...99.5%,До 15 дней,2023-09-21,1-5 часов,Муж,Прочее,Нет переплат,d. >90%,Без переплат - Линейка 1.3,Менее 80%,Дальневосточный филиал,-0.035212110282813784,Низкий,Не VoLTE,SMART WATCH,Более 1GB,Ева МЛК,Более 50 тыс. руб,Есть,Малый,55+,35-44,>99.5%,До 30 дней,2...5 Mbps,Прочее
iOS,Агентский конвергент,19,98...99.5%,Нет,2024-01-18,5-24 часа,Не определен,Менее 5%,Нет переплат,a. <100 MB,Включайся! - Линейка 1,Более 80%,Уральский филиал,-0.19049479544820713,Низкий,Более 80%,SMART WATCH,Более 1GB,Ева МЛК,10-25 тыс. руб.,Нет,Большой,35-44,18-24,<98%,31-90 дней,5...10 Mbps,Прочее
Прочее,Все мобильные,2,98...99.5%,До 15 дней,2023-11-16,1-5 часов,Не определен,Более 20%,До 40 руб,c. 80-90%,Тарифные планы FMC - Объединяй 5.0,Менее 80%,Центральный филиал,-0.14540575369826758,Средний,Не VoLTE,USB MODEM,100MB - 1GB,Ева Volte,До 10 тыс. руб.,Нет,Малый,25-34,35-44,>99.5%,91-180 дней,<2 Mbps,Менее 20%
iOS,СНГ,11,>99.5%,Нет,2024-05-18,1-5 часов,Муж,Менее 5%,Нет переплат,b. <80%,Включайся! - Линейка 3.3 - Прочие ТП,Менее 80%,Столичный филиал,1.0,Низкий,До 80%,SMARTPHONE,Нет,Ева МЛК,Более 50 тыс. руб,Нет,Малый,25-34,55+,>99.5%,91-180 дней,<2 Mbps,Прочее
iOS,Персональные,9,>99.5%,Нет,2023-01-16,1-5 часов,Муж,Более 20%,До 40 руб,c. 80-90%,FMC - продукты для агентов,Менее 80%,Северо-Западный филиал,-0.2641810719155166,Средний,Более 80%,USB MODEM,Нет,Ева МЛК,Более 50 тыс. руб,Нет,Малый,35-44,18-24,<98%,181-366 дней,Прочее,20...80%
iOS,Все мобильные,4,<98%,Нет,2024-01-25,5-24 часа,Жен,Более 20%,Нет переплат,b. <80%,Тарифные планы FMC - Объединяй 1.0,Менее 80%,Поволжский филиал,-0.08345677242679539,Высокий,До 80%,USB MODEM,Нет,Ева Volte,25-50 тыс. руб.,Нет,Большой,55+,35-44,Прочее,Прочее,5...10 Mbps,Менее 20%
Прочее,Сэмплинг,17,>99.5%,Нет,2023-01-01,1-5 часов,Жен,5...20%,До 40 руб,b. <80%,Без переплат - Линейка 2.3,Прочее,Сибирский филиал,-0.32642300648127415,Высокий,Не VoLTE,USB MODEM,Нет,Ева МЛК,25-50 тыс. руб.,Нет,Большой,25-34,18-24,>99.5%,До 30 дней,Прочее,Прочее
Прочее,Включайся!,8,Прочее,Нет,2023-12-12,5-24 часа,Не определен,Менее 5%,Более 40 руб,d. >90%,Включайся! - Линейка 1,Прочее,Дальневосточный филиал,-0.8372923299868289,Низкий,Не VoLTE,UNDEFINED,Нет,Ева Volte,25-50 тыс. руб.,Есть,Большой,25-34,45-54,<98%,181-366 дней,<2 Mbps,Более 80%
Android,Сэмплинг,16,98...99.5%,Нет,2024-11-26,Более 24 часов,Жен,Прочее,Более 40 руб,a. <100 MB,Линейка продуктов для агентского канала,Более 80%,Уральский филиал,0.11908439077450653,Средний,Не VoLTE,DATA CARD,100MB - 1GB,Ева Volte,25-50 тыс. руб.,Нет,Средний,55+,55+,98..99.5%,181-366 дней,5...10 Mbps,Менее 20%
iOS,Все включено,1,>99.5%,Нет,2023-03-15,Более 24 часов,Жен,5...20%,До 40 руб,a. <100 MB,Тарифные планы FMC - Объединяй 4.0,Более 80%,Сибирский филиал,0.0,Низкий,Не VoLTE,NETWORK DEVICE,Более 1GB,Ева Volte,Нет данных,Нет,Малый,25-34,55+,Прочее,Прочее,<2 Mbps,20...80%
Прочее,ПД,10,>99.5%,До 15 дней,2023-02-19,5-24 часа,Не определен,Прочее,До 40 руб,c. 80-90%,CVM,Менее 80%,Сибирский филиал,-0.18641224161185418,Низкий,Более 80%,LAPTOP,100MB - 1GB,Ева МЛК,25-50 тыс. руб.,Есть,Большой,55+,55+,98..99.5%,31-90 дней,5...10 Mbps,Менее 20%
iOS,Все включено,7,>99.5%,Нет,2024-10-17,Риск простоя,Муж,Прочее,До 40 руб,d. >90%,CVM: Персональный 4.0,Прочее,Дальневосточный филиал,0.03841924297116904,Высокий,Более 80%,UNDEFINED,100MB - 1GB,Ева+,10-25 тыс. руб.,Есть,Средний,25-34,45-54,98..99.5%,31-90 дней,>10 Mbps,20...80%
Android,Включайся!,15,>99.5%,Нет,2023-02-04,1-5 часов,Муж,Прочее,До 40 руб,c. 80-90%,Агентская линейка 2021,Прочее,Уральский филиал,-0.0011702178556854878,Низкий,До 80%,UNDEFINED,До 100MB,Ева+,25-50 тыс. руб.,Есть,Большой,55+,18-24,98..99.5%,До 30 дней,<2 Mbps,Менее 20%
iOS,Все включено,1,>99.5%,Нет,2024-03-23,1-5 часов,Жен,Менее 5%,До 40 руб,a. <100 MB,Тёплый приём - линейка 4.2,Менее 80%,Сибирский филиал,0.0,Высокий,Не VoLTE,DATA CARD,Более 1GB,Ева+,До 10 тыс. руб.,Нет,Малый,55+,18-24,98..99.5%,Более 366 дней,>10 Mbps,20...80%
iOS,ПД,16,>99.5%,Нет,2024-03-03,5-24 часа,Муж,5...20%,До 40 руб,b. <80%,Линейка 'Безлимит 1.0',Менее 80%,Столичный филиал,-1.0,Низкий,Более 80%,DATA CARD,Более 1GB,Ева МЛК,Более 50 тыс. руб,Есть,Малый,55+,45-54,Прочее,Прочее,2...5 Mbps,Прочее
Android,Агентский конвергент,2,>99.5%,Более 15 дней,2023-05-26,Более 24 часов,Не определен,Прочее,Более 40 руб,d. >90%,ВВ - 05.17 (S/M/S+/M+),Менее 80%,Поволжский филиал,0.26845334189399706,Средний,До 80%,SMART WATCH,Нет,Ева Volte,Нет данных,Нет,Средний,55+,55+,98..99.5%,31-90 дней,Прочее,20...80%
Прочее,СНГ,3,Прочее,Более 15 дней,2023-10-19,5-24 часа,Не определен,Более 20%,Более 40 руб,c. 80-90%,CVM - 28 дней,Прочее,Уральский филиал,-0.15026800952276675,Средний,Более 80%,ROUTER,100MB - 1GB,Ева+,Нет данных,Нет,Средний,45-54,25-34,<98%,Прочее,2...5 Mbps,Прочее
Прочее,Внутрисетевые,15,98...99.5%,Более 15 дней,2023-08-03,Более 24 часов,Не определен,Менее 5%,Более 40 руб,a. <100 MB,Тёплый приём - линейка 7.1,Менее 80%,Северо-Западный филиал,0.3793877654119939,Высокий,До 80%,NETWORK DEVICE,До 100MB,Ева МЛК,10-25 тыс. руб.,Нет,Малый,55+,55+,Прочее,181-366 дней,<2 Mbps,20...80%
Android,Включайся!,18,>99.5%,Более 15 дней,2024-08-25,Более 24 часов,Муж,Более 20%,Нет переплат,b. <80%,ВВ - Архивный (версия 12.16),Прочее,Кавказский филиал,-0.0,Средний,Более 80%,DATA CARD,Более 1GB,Ева+,10-25 тыс. руб.,Нет,Малый,25-34,18-24,>99.5%,91-180 дней,<2 Mbps,Более 80%
Android,Сэмплинг,15,Прочее,Более 15 дней,2023-07-08,Риск простоя,Жен,Более 20%,Нет переплат,d. >90%,Включайся! - Линейка 3.4 - Прочие ТП,Менее 80%,Центральный филиал,-0.03657642395767286,Низкий,До 80%,LAPTOP,Нет,Ева Volte,10-25 тыс. руб.,Есть,,35-44,55+,>99.5%,До 30 дней,<2 Mbps,Менее 20%
Прочее,Включайся!,4,98...99.5%,Нет,2024-03-22,Риск простоя,Муж,Более 20%,До 40 руб,b. <80%,Без переплат - Линейка 2.0,Менее 80%,Дальневосточный филиал,1.0,Низкий,Более 80%,DATA CARD,100MB - 1GB,Ева+,25-50 тыс. руб.,Нет,Средний,55+,55+,98..99.5%,181-366 дней,2...5 Mbps,Прочее
Android,Внутрисетевые,3,<98%,Более 15 дней,2023-05-09,Риск простоя,Муж,Более 20%,До 40 руб,c. 80-90%,Линейка продуктов для агентского канала,Менее 80%,Кавказский филиал,-0.013425665709175368,Низкий,Более 80%,UNDEFINED,Нет,Ева Volte,10-25 тыс. руб.,Нет,Малый,55+,55+,Прочее,До 30 дней,Прочее,Прочее
iOS,Внутрисетевые,7,<98%,Более 15 дней,2023-04-02,Более 24 часов,Жен,Более 20%,Нет переплат,d. >90%,Включайся! - Линейка 3.4.3 - Прочие ТП,Менее 80%,Кавказский филиал,0.06735321082993861,Средний,До 80%,SMARTPHONE,До 100MB,Ева Volte,25-50 тыс. руб.,Есть,Большой,18-24,55+,Прочее,Прочее,5...10 Mbps,Прочее
iOS,Персональные,19,Прочее,Более 15 дней,2024-09-01,5-24 часа,Муж,Менее 5%,Нет переплат,c. 80-90%,Включайся! - Линейка 3.2,Более 80%,Дальневосточный филиал,0.09176929668673921,Низкий,Не VoLTE,DATA CARD,До 100MB,Ева МЛК,До 10 тыс. руб.,Нет,Большой,55+,25-34,<98%,181-366 дней,>10 Mbps,Более 80%
Android,Все включено,8,Прочее,До 15 дней,2024-02-26,Более 24 часов,Не определен,Более 20%,Нет переплат,c. 80-90%,Умные вещи,Более 80%,Дальневосточный филиал,-0.14677765942104484,Средний,Не VoLTE,UNDEFINED,100MB - 1GB,Ева Volte,25-50 тыс. руб.,Есть,Малый,45-54,55+,98..99.5%,Более 366 дней,<2 Mbps,20...80%
iOS,Все мобильные,7,98...99.5%,До 15 дней,2023-05-29,Более 24 часов,,5...20%,До 40 руб,b. <80%,Включайся! - Линейка 3.2,Прочее,Столичный филиал,-0.07972403075902464,Низкий,Не VoLTE,SMART WATCH,100MB - 1GB,Ева Volte,Нет данных,Есть,Средний,55+,35-44,Прочее,31-90 дней,5...10 Mbps,Прочее
iOS,Агентский конвергент,4,Прочее,Более 15 дней,2023-12-12,Более 24 часов,Муж,Более 20%,Нет переплат,b. <80%,China,Менее 80%,Уральский филиал,1.0,Низкий,Более 80%,DATA CARD,Более 1GB,Ева+,10-25 тыс. руб.,Нет,Большой,55+,45-54,>99.5%,Более 366 дней,2...5 Mbps,Более 80%
Прочее,СНГ,10,Прочее,Нет,2024-10-16,5-24 часа,Не определен,Менее 5%,Нет переплат,d. >90%,Агентская линейка 2021,Более 80%,Поволжский филиал,0.011368256241462087,Низкий,Не VoLTE,TABLET,100MB - 1GB,Ева Volte,Более 50 тыс. руб,Нет,Средний,18-24,35-44,Прочее,До 30 дней,2...5 Mbps,20...80%
iOS,Прочие,10,<98%,До 15 дней,2024-01-27,1-5 часов,Муж,Более 20%,Нет переплат,d. >90%,Тёплый приём - линейка 7.2,Более 80%,Северо-Западный филиал,-0.23916922151363845,Средний,Не VoLTE,SMARTPHONE,До 100MB,Ева МЛК,До 10 тыс. руб.,Есть,Средний,25-34,55+,98..99.5%,До 30 дней,5...10 Mbps,Менее 20%
Android,Персональные,15,>99.5%,До 15 дней,2023-01-30,5-24 часа,Жен,5...20%,Нет переплат,d. >90%,Переходи на НОЛЬ,Менее 80%,Поволжский филиал,0.7314957837707645,Низкий,Не VoLTE,DATA CARD,Более 1GB,Ева Volte,10-25 тыс. руб.,Нет,Большой,35-44,35-44,<98%,91-180 дней,<2 Mbps,Прочее
Прочее,Агентский конвергент,18,<98%,Нет,2024-09-13,1-5 часов,Муж,Менее 5%,Нет переплат,d. >90%,Тарифные планы FMC - Объединяй 4.0,Менее 80%,Столичный филиал,0.04039728770452444,Низкий,Не VoLTE,USB MODEM,100MB - 1GB,Ева+,10-25 тыс. руб.,Есть,Большой,55+,35-44,<98%,До 30 дней,2...5 Mbps,Менее 20%
iOS,Персональные,10,98...99.5%,Более 15 дней,2023-06-11,Риск простоя,Не определен,Менее 5%,До 40 руб,a. <100 MB,Без переплат - Линейка 3.0,Более 80%,Северо-Западный филиал,-0.0,Средний,Не VoLTE,USB MODEM,Более 1GB,Ева МЛК,10-25 тыс. руб.,Нет,Большой,35-44,25-34,>99.5%,181-366 дней,2...5 Mbps,Более 80%
Прочее,Без переплат,9,<98%,До 15 дней,2023-10-17,Нет простоя,Не определен,Более 20%,До 40 руб,b. <80%,Включайся! - Линейка 1,Более 80%,Дальневосточный филиал,0.18810036280663167,Высокий,Более 80%,UNDEFINED,Нет,Ева МЛК,До 10 тыс. руб.,Нет,Малый,55+,55+,>99.5%,181-366 дней,Прочее,Прочее
Android,Сэмплинг,9,Прочее,До 15 дней,2023-08-15,5-24 часа,Жен,Прочее,До 40 руб,b. <80%,Без переплат - Линейка 1.2,Менее 80%,Поволжский филиал,-0.07606174989169506,Высокий,До 80%,SMART WATCH,Более 1GB,Ева МЛК,10-25 тыс. руб.,Нет,Малый,55+,18-24,>99.5%,181-366 дней,5...10 Mbps,Более 80%
Android,Сэмплинг,16,>99.5%,Нет,2024-12-25,Более 24 часов,Муж,Прочее,До 40 руб,b. <80%,ВСР - Отмена,Более 80%,Сибирский филиал,-0.07432626282803904,Низкий,Не VoLTE,LAPTOP,Более 1GB,Ева МЛК,Нет данных,Есть,Большой,55+,45-54,Прочее,91-180 дней,>10 Mbps,Менее 20%
iOS,ПД,17,>99.5%,Более 15 дней,2023-10-25,Нет простоя,Не определен,Менее 5%,До 40 руб,b. <80%,Включайся! - Линейка 3.3 - Прочие ТП,Более 80%,Кавказский филиал,-0.028299411097738182,Высокий,До 80%,NETWORK DEVICE,Более 1GB,Ева МЛК,До 10 тыс. руб.,Нет,Средний,55+,55+,Прочее,31-90 дней,5...10 Mbps,Более 80%
Прочее,СНГ,16,98...99.5%,До 15 дней,2023-10-28,Риск простоя,Жен,Прочее,Более 40 руб,c. 80-90%,Без переплат - Линейка 2.1,Прочее,Кавказский филиал,-0.24204063861290753,Низкий,Более 80%,PHONE,Нет,Ева+,Более 50 тыс. руб,Нет,Малый,55+,55+,98..99.5%,Более 366 дней,2...5 Mbps,20...80%
Прочее,Сэмплинг,6,<98%,До 15 дней,2024-03-21,Более 24 часов,Жен,Более 20%,Более 40 руб,a. <100 MB,МегаФон - Линейка 3.1,Менее 80%,Сибирский филиал,1.0,Высокий,Более 80%,SMART WATCH,Более 1GB,Ева Volte,25-50 тыс. руб.,Есть,Большой,55+,55+,>99.5%,Более 366 дней,2...5 Mbps,Прочее
Android,Включайся!,5,<98%,Нет,2024-11-20,1-5 часов,Не определен,5...20%,Более 40 руб,a. <100 MB,Тарифные планы FMC - Объединяй 2.0,Более 80%,Кавказский филиал,1.0,Высокий,До 80%,LAPTOP,Нет,Ева Volte,До 10 тыс. руб.,Есть,Малый,35-44,55+,>99.5%,181-366 дней,>10 Mbps,Более 80%
Android,ПД,7,>99.5%,До 15 дней,2024-08-07,Нет простоя,Жен,5...20%,Нет переплат,d. >90%,Тёплый приём - линейка 3.1,Более 80%,Центральный филиал,0.134866234830091,Средний,До 80%,NETWORK DEVICE,100MB - 1GB,Ева МЛК,Нет данных,Есть,Большой,18-24,45-54,<98%,Более 366 дней,<2 Mbps,20...80%
Android,Персональные,13,<98%,До 15 дней,2023-08-28,1-5 часов,Муж,Менее 5%,До 40 руб,d. >90%,Тёплый приём - линейка 6.0,Более 80%,Уральский филиал,-1.0,Высокий,Более 80%,USB MODEM,100MB - 1GB,Ева+,До 10 тыс. руб.,Есть,Малый,55+,45-54,<98%,91-180 дней,5...10 Mbps,20...80%
iOS,Внутрисетевые,8,<98%,Нет,2023-05-12,1-5 часов,Жен,Более 20%,Нет переплат,b. <80%,Без переплат - Линейка 1.1,Менее 80%,Столичный филиал,0.12176427648113448,Высокий,Не VoLTE,LAPTOP,100MB - 1GB,Ева МЛК,Нет данных,Нет,Малый,45-54,18-24,98..99.5%,181-366 дней,<2 Mbps,Прочее
Прочее,Внутрисетевые,1,98...99.5%,До 15 дней,2023-09-22,Более 24 часов,Жен,Более 20%,До 40 руб,c. 80-90%,Новая линейка ПД 2021,Более 80%,Дальневосточный филиал,-0.0,Средний,До 80%,PHONE,100MB - 1GB,Ева+,25-50 тыс. руб.,Есть,Малый,18-24,35-44,>99.5%,До 30 дней,2...5 Mbps,Менее 20%
Android,Агентский конвергент,10,>99.5%,До 15 дней,2024-09-24,5-24 часа,Жен,Прочее,До 40 руб,b. <80%,LEGO_Включайся!;Тёплый приём Lego,Менее 80%,Уральский филиал,0.14092051161111777,Низкий,Не VoLTE,SMARTPHONE,Нет,Ева Volte,Более 50 тыс. руб,Нет,Большой,35-44,55+,>99.5%,181-366 дней,<2 Mbps,20...80%
Android,Внутрисетевые,1,98...99.5%,Более 15 дней,2023-11-06,Нет простоя,Не определен,Более 20%,До 40 руб,b. <80%,Новая линейка ПД 2021,Менее 80%,Столичный филиал,-0.1916699826392682,Средний,Не VoLTE,PHONE,100MB - 1GB,Ева+,25-50 тыс. руб.,Есть,Большой,35-44,25-34,98..99.5%,До 30 дней,5...10 Mbps,Более 80%
Прочее,СНГ,14,Прочее,До 15 дней,2023-08-04,5-24 часа,Жен,Менее 5%,До 40 руб,d. >90%,CVM - 28 дней,Прочее,Дальневосточный филиал,-0.3694105339621089,Высокий,До 80%,DATA CARD,До 100MB,Ева МЛК,25-50 тыс. руб.,Нет,Средний,35-44,55+,Прочее,До 30 дней,>10 Mbps,Прочее
iOS,СНГ,15,98...99.5%,Более 15 дней,2024-10-14,1-5 часов,Жен,Прочее,До 40 руб,a. <100 MB,PAYGO линейка 2018,Менее 80%,Сибирский филиал,-0.2333486565790709,Средний,До 80%,LAPTOP,Более 1GB,Ева МЛК,До 10 тыс. руб.,Нет,,55+,55+,98..99.5%,Прочее,<2 Mbps,Прочее
Android,Агентский конвергент,6,98...99.5%,Нет,2023-02-10,1-5 часов,Муж,5...20%,Более 40 руб,d. >90%,Тарифные планы FMC - Объединяй 6.1,Менее 80%,Столичный филиал,-0.15914455526044002,Низкий,Не VoLTE,SMART WATCH,Нет,Ева+,25-50 тыс. руб.,Нет,Большой,25-34,18-24,Прочее,31-90 дней,2...5 Mbps,Прочее
Android,Все включено,2,98...99.5%,Более 15 дней,2024-02-23,Более 24 часов,Не определен,Более 20%,До 40 руб,c. 80-90%,ТП Посекундный 2021,Прочее,Дальневосточный филиал,-1.0,Высокий,Более 80%,PHONE,До 100MB,Ева+,10-25 тыс. руб.,Есть,Большой,18-24,45-54,>99.5%,Прочее,Прочее,Более 80%
iOS,Включайся!,7,<98%,Нет,2023-08-23,Более 24 часов,Муж,Менее 5%,Нет переплат,a. <100 MB,Без переплат - Линейка 2.1,Более 80%,Центральный филиал,-0.16502664743099338,Высокий,Не VoLTE,NETWORK DEVICE,До 100MB,Ева Volte,Нет данных,Есть,Малый,35-44,55+,<98%,Более 366 дней,Прочее,20...80%
Прочее,Персональные,19,98...99.5%,Более 15 дней,2024-10-01,Более 24 часов,Муж,Более 20%,До 40 руб,d. >90%,Управляй!+ 2.0,Менее 80%,Столичный филиал,0.0,Средний,Не VoLTE,ROUTER,Нет,Ева+,До 10 тыс. руб.,Есть,Малый,55+,25-34,>99.5%,Прочее,5...10 Mbps,Прочее
Android,Прочие,5,<98%,Нет,2023-03-14,Нет простоя,Жен,5...20%,Нет переплат,d. >90%,Агентская линейка 2021,Более 80%,Центральный филиал,-0.000932321080673851,Низкий,Не VoLTE,USB MODEM,Нет,Ева МЛК,25-50 тыс. руб.,Нет,Средний,25-34,55+,<98%,31-90 дней,5...10 Mbps,Прочее
Прочее,Без переплат,8,<98%,Более 15 дней,2024-02-28,1-5 часов,,Более 20%,Нет переплат,c. 80-90%,Линейка продуктов для агентского канала,Прочее,Северо-Западный филиал,-0.009187582335693747,Средний,До 80%,UNDEFINED,100MB - 1GB,Ева Volte,Более 50 тыс. руб,Есть,Средний,35-44,55+,>99.5%,181-366 дней,5...10 Mbps,Более 80%
iOS,Персональные,3,98...99.5%,Более 15 дней,2023-10-13,1-5 часов,Жен,Прочее,Нет переплат,c. 80-90%,Тарифные планы FMC - Объединяй 5.0,Более 80%,Поволжский филиал,-0.5629532545240458,Средний,До 80%,SMART WATCH,До 100MB,Ева МЛК,Нет данных,Есть,Большой,35-44,55+,<98%,91-180 дней,5...10 Mbps,Прочее
Android,Включайся!,13,>99.5%,Более 15 дней,2023-12-03,Более 24 часов,Жен,Менее 5%,До 40 руб,d. >90%,Без переплат - Линейка 1.2,Менее 80%,Столичный филиал,1.0,Высокий,Более 80%,TABLET,Нет,Ева+,25-50 тыс. руб.,Есть,Малый,55+,45-54,Прочее,Прочее,Прочее,Менее 20%
iOS,Внутрисетевые,6,98...99.5%,Нет,2024-07-01,Более 24 часов,Муж,Прочее,До 40 руб,b. <80%,Агентская линейка 2021,Менее 80%,Поволжский филиал,1.0,Средний,Более 80%,SMART WATCH,100MB - 1GB,Ева Volte,25-50 тыс. руб.,Нет,Средний,55+,55+,<98%,31-90 дней,5...10 Mbps,Менее 20%
Прочее,Внутрисетевые,14,<98%,Нет,2023-06-03,5-24 часа,Не определен,Прочее,До 40 руб,c. 80-90%,B2B пакеты Lego,Менее 80%,Поволжский филиал,-0.40045096590166857,Средний,До 80%,NETWORK DEVICE,100MB - 1GB,Ева Volte,Более 50 тыс. руб,Нет,Средний,45-54,55+,Прочее,До 30 дней,2...5 Mbps,20...80%
Прочее,ПД,7,98...99.5%,Нет,2024-01-22,Риск простоя,Муж,5...20%,Нет переплат,c. 80-90%,Агентская линейка 2022,Прочее,Поволжский филиал,-0.1487040406107907,Высокий,Не VoLTE,UNDEFINED,Более 1GB,Ева МЛК,Нет данных,Нет,Средний,55+,18-24,>99.5%,181-366 дней,<2 Mbps,Прочее
Прочее,Включайся!,11,Прочее,До 15 дней,2024-10-16,1-5 часов,Не определен,Прочее,Более 40 руб,a. <100 MB,Включайся! - Линейка 3.4 - Прочие ТП,Более 80%,Поволжский филиал,0.5502341222150512,Высокий,Более 80%,PHONE,100MB - 1GB,Ева+,10-25 тыс. руб.,Нет,Большой,55+,55+,<98%,Прочее,<2 Mbps,Более 80%
iOS,ПД,9,>99.5%,Более 15 дней,2023-12-02,Более 24 часов,Муж,Более 20%,Нет переплат,c. 80-90%,FMC - продукты для агентов,Прочее,Сибирский филиал,0.5184984605110792,Средний,До 80%,DATA CARD,До 100MB,Ева МЛК,До 10 тыс. руб.,Есть,Большой,55+,25-34,Прочее,Прочее,<2 Mbps,Менее 20%
iOS,Все включено,10,98...99.5%,Более 15 дней,2024-11-22,Более 24 часов,Муж,Менее 5%,Более 40 руб,a. <100 MB,Линейка 'Безлимит 1.0',Менее 80%,Уральский филиал,-0.44185813216380915,Низкий,До 80%,PHONE,100MB - 1GB,Ева+,10-25 тыс. руб.,Есть,Средний,55+,55+,Прочее,31-90 дней,5...10 Mbps,Более 80%
Прочее,Сэмплинг,17,98...99.5%,До 15 дней,2024-05-08,Нет простоя,Жен,Прочее,Нет переплат,a. <100 MB,Тарифные планы FMC - Объединяй 6.2,Менее 80%,Сибирский филиал,-0.06806849574299803,Высокий,Не VoLTE,UNDEFINED,100MB - 1GB,Ева Volte,До 10 тыс. руб.,Есть,Малый,55+,25-34,Прочее,До 30 дней,Прочее,20...80%
Android,Внутрисетевые,8,>99.5%,До 15 дней,2024-07-04,5-24 часа,Не определен,Менее 5%,До 40 руб,b. <80%,Тарифные планы FMC - Объединяй 6.0,Прочее,Поволжский филиал,-0.0,Средний,Не VoLTE,TABLET,Более 1GB,Ева МЛК,До 10 тыс. руб.,Есть,Малый,55+,18-24,>99.5%,181-366 дней,Прочее,20...80%
iOS,Сэмплинг,6,Прочее,Нет,2024-03-22,1-5 часов,Муж,Менее 5%,До 40 руб,b. <80%,Агентская линейка 2022,Менее 80%,Центральный филиал,-0.2567120533985673,Высокий,До 80%,SMARTPHONE,Более 1GB,Ева+,До 10 тыс. руб.,Есть,Средний,35-44,55+,Прочее,91-180 дней,5...10 Mbps,Более 80%
Android,ПД,11,Прочее,Нет,2024-08-16,5-24 часа,Муж,5...20%,Более 40 руб,c. 80-90%,Без переплат - Линейка 2.2,Более 80%,Сибирский филиал,-0.3324459238414055,Высокий,До 80%,UNDEFINED,Нет,Ева МЛК,10-25 тыс. руб.,Нет,Средний,55+,25-34,<98%,31-90 дней,<2 Mbps,Менее 20%
